n_escalones,uplift_fisico_fusion_kg,uplift_fisico_reduccion_kg,uplift_fisico_total_kg,uplift_J_total_kg,pct_escalones_con_mejora,support_medio_historico,support_medio_recomendado,R_sdi_pred_hist,R_sdi_pred_rec,R_d_sn_dep_pred,R_d_feo_ret_pred,F_d_sn_dep_pred,Batch,es_lockbox,fold,dist_Fusión_tasa_feed_Carbon_kg_min,dir_Fusión_tasa_feed_Carbon_kg_min,dist_Fusión_tasa_gn_nm3_min,dir_Fusión_tasa_gn_nm3_min,dist_Fusión_tasa_o2_nm3_min,dir_Fusión_tasa_o2_nm3_min,dist_Fusión_tasa_aire_nm3_min,dir_Fusión_tasa_aire_nm3_min,dist_F,dist_Reducción_tasa_feed_Carbon_kg_min,dir_Reducción_tasa_feed_Carbon_kg_min,dist_Reducción_tasa_gn_nm3_min,dir_Reducción_tasa_gn_nm3_min,dist_Reducción_tasa_o2_nm3_min,dir_Reducción_tasa_o2_nm3_min,dist_Reducción_tasa_aire_nm3_min,dir_Reducción_tasa_aire_nm3_min,dist_R,dist_total,rendimiento_proxy_batch,recuperacion_refinada_pct,recuperacion_real_pct,f_metal,f_dross,f_polvo,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,sn_cargado_batch_kg,temperatura_media_fusion,frac_carga_secundaria_media_fusion,feed_dross_Fe_total_t,fecha_inicio_batch,idx_cronologico,recuperacion_refinada_pct_next,recuperacion_refinada_pct_media2,rendimiento_proxy_batch_next,rendimiento_proxy_batch_media2,recuperacion_real_pct_next,recuperacion_real_pct_media2
10,9.633668161720891,83.44099957226969,93.07466773399058,84.74935721890535,40.0,0.23189057772935978,0.2412564979078994,3.049967020063494,3.114465939444437,-0.05065509242733035,0.019065233743091606,0.04641453539542184,AP0001,False,0,0.20965705714343544,-0.20965705714343544,0.3698542935799351,0.3698542935799351,0.4318949469953895,0.4318949469953895,0.002381997000215451,0.002381997000215451,0.2534470736797439,0.11505225643139563,-0.08140831122996361,0.22263341216937793,-0.20617679274479084,0.15873918540194448,-0.15873918540194448,0.19013451258831454,0.19013451258831454,0.17163984164775814,0.21254345766375102,79.91765201995008,78.4385053607697,67.62373749669,0.7991765201995008,0.08263694984335675,0.11818652995714247,41.43282990669513,299.99971591319826,49907.386443483614,1199.8433943567873,7.04913158954446e-05,0.008429022004681047,2026-04-21 18:36:00,1,72.14314023686171,75.2908227988157,73.05531072136027,76.48648137065518,67.26438959007012,67.44406354338005
10,0.0,0.0,0.0,0.0,0.0,0.16594734092747215,0.16594734092747215,2.2127315140749872,2.2127315140749872,0.0,0.0,0.0,AP0002,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.05531072136027,72.14314023686171,67.26438959007012,0.7305531072136027,0.12935509971758247,0.14009179306881472,41.43282990669513,299.99971591319826,49489.247137855884,1309.4844819802286,3.2638419299333144e-05,0.0025644468226412665,2026-04-22 03:22:00,2,78.14326293566891,75.14320158626532,79.15175258246624,76.10353165191326,74.59717483983012,70.93078221495011
10,0.0,60.073521255767645,60.073521255767645,52.087819545322304,40.0,0.24658323496584136,0.25495545943148057,0.11860066083203485,0.1590058435056087,-0.020233953666642712,0.010039592109307369,0.0,AP0003,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439462259809861,-0.18203642462397907,0.2512798208839677,-0.12153251010948585,0.16742487516340013,-0.031392481078424725,0.0995966454425424,0.09249108603763512,0.1905618918677241,0.09528094593386205,79.15175258246624,78.14326293566891,74.59717483983012,0.7915175258246625,0.07712140760278896,0.13136106657254842,41.432829906695126,299.99971591319826,50071.225995084955,1267.0349252921192,3.2441315410357124e-05,0.034214071363375904,2026-04-22 12:29:00,3,71.85093529025706,74.99709911296299,72.52505027310832,75.83840142778729,71.4049721091537,73.0010734744919
10,0.0,82.7755032155043,82.7755032155043,70.43525027402336,30.0,0.2567503103855109,0.2572896935961259,0.9742151470251057,1.0505917255715103,-0.006599246892056765,0.013737719443453908,0.0,AP0004,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07109011031772419,0.013574649114991946,0.17294620362139324,-0.15022642887528134,0.18533087061004871,-0.027407689798425575,0.011849619786456482,-0.001787449914715889,0.11030420108390565,0.055152100541952825,72.52505027310832,71.85093529025706,71.4049721091537,0.7252505027310832,0.12284919932885231,0.1519002979400646,41.43282990669514,299.99971591319826,50407.47014784682,1216.3569351554343,2.62387222673284e-05,0.0022026860074982227,2026-04-22 21:08:00,4,70.15845553393244,71.00469541209475,71.60074551166002,72.06289789238417,66.48723551500777,68.94610381208074
10,12.306413088479076,30.189007146254138,42.49542023473322,42.49542023473322,20.0,0.2049782042158827,0.2084804447298425,3.6046020088981594,3.6222950642816496,-0.033705150901855996,0.008509636802209602,-0.0046342998484903974,AP0005,False,3,0.08334204077891226,-0.08334204077891226,0.030066483875024516,-0.030066483875024516,0.01646745736279945,0.01646745736279945,0.0011588710176631929,-0.0011588710176631929,0.03275871325859985,0.0662274106811218,-0.0662274106811218,0.07714509871650331,-0.07714509871650331,0.08263835714319366,0.08263835714319366,0.015036757597710016,0.015036757597710016,0.06026190603463219,0.046510309646616024,71.60074551166002,70.15845553393244,66.48723551500777,0.7160074551166002,0.12240181182456374,0.16159073305883612,41.43282990669513,299.99971591319826,48723.45759162705,1249.450937337607,0.014676235221650857,3.483878779855645e-21,2026-04-23 05:45:00,5,72.57614671931469,71.36730112662357,73.67015516465584,72.63545033815794,66.61048864864914,66.54886208182845
9,15.376039212561665,40.35806484079702,55.734104053358685,55.73410405335949,44.44444444444444,0.26862618261822946,0.27225220416707985,1.4164271879051737,1.4503129590666668,-0.004030436572242613,0.006277517836711197,-0.017259790658882224,AP0006,False,4,0.10697228966416766,-0.10697228966416766,0.07721394265860641,-0.07721394265860641,0.0790711528225031,-0.0790711528225031,0.058153290534981396,-0.058153290534981396,0.08035266892006465,0.1126149098554633,-0.04540092265927028,0.1861920938900492,-0.1176699774378727,0.17464544181053018,-0.09347729658684613,0.04184424134966999,-0.028428014854016716,0.12882417172642818,0.10458842032324642,73.67015516465584,72.57614671931469,66.61048864864914,0.7367015516465584,0.08747735129382754,0.175821097059614,41.43282990669514,299.99971591319826,49795.58125591482,1230.02669141176,1.1348174603105027e-05,0.0010495267869860942,2026-04-23 14:40:00,6,71.86118676988926,72.21866674460198,74.14683229482415,73.90849372974,70.55223508172128,68.58136186518522
8,0.0,5.871813994620538,5.871813994620538,5.871813994620652,12.5,0.1794361623198632,0.1839902754413887,2.117817323587584,2.1151348315673406,-0.023380450818340115,0.0034268143705458998,0.0,AP0007,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15370473107157098,-0.15370473107157098,0.0652821274965135,-0.0652821274965135,0.03357195070857358,0.03357195070857358,0.003325617868967348,-0.003325617868967348,0.06397110678640636,0.03198555339320318,74.14683229482415,71.86118676988926,70.55223508172128,0.7414683229482415,0.08838031171581676,0.1701513653359418,41.43282990669513,299.99971591319826,49049.84223379435,1210.4768121249883,8.27745483211954e-05,0.007755194640619015,2026-04-23 22:38:00,7,58.92715260043539,65.39416968516232,59.56529046993668,66.85606138238042,56.917572411043004,63.734903746382145
4,0.0,59.33305089838642,59.33305089838642,41.36734146645449,100.0,0.3302713096920167,0.333786743562192,2.4895534157409376,2.538755709770756,-0.010762870428088156,0.009928007360580507,,AP0008,False,0,,,,,,,,,,0.25106237090312045,-0.0691396171816685,0.14041102924960475,-0.11697898454406028,0.1671131759465816,0.05636011671106844,0.05315872588373866,0.03292251885121649,0.15293632549576136,0.15293632549576136,59.56529046993668,58.92715260043539,56.917572411043004,0.5956529046993667,0.21681947670288612,0.18752761859774708,41.80029722790323,299.99971591319826,45648.046639036,1195.196995634653,,0.0017468299636686964,2026-04-24 07:23:00,8,76.67768621035799,67.80241940539669,77.74576970038642,68.65553008516154,65.78759067589957,61.35258154347129
10,4.744916573713155,9.694640591578494,14.43955716529165,14.439557165291944,20.0,0.2424510861185997,0.24475787987882378,3.224302173693534,3.231636083600486,-0.012364825538796115,0.0032613800406867954,0.004662456857246755,AP0009,False,2,0.06129766359262117,-0.06129766359262117,0.020250018244354254,0.020250018244354254,0.009266521434878468,-0.009266521434878468,0.007635663661584631,0.007635663661584631,0.02461246673335963,0.01098606477446262,-0.01098606477446262,0.05215461657721751,-0.05215461657721751,0.01640629603028331,-0.01640629603028331,0.07675901527273012,-0.07675901527273012,0.039076498163673395,0.03184448244851651,77.74576970038642,76.67768621035799,65.78759067589957,0.7774576970038642,0.07465371759361254,0.1478885854025233,42.415478561836736,299.99971591319826,49688.51977121447,1245.9461460727223,0.5889689319920993,26.167411716411905,2026-04-24 15:46:00,9,68.16148386572002,72.419585038039,68.50557650116588,73.12567310077614,68.30094269633042,67.044266686115
10,0.0,0.0,0.0,0.0,0.0,0.10743340920651775,0.10743340920651775,2.7797077697742334,2.7797077697742334,0.0,0.0,0.0,AP0010,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.50557650116588,68.16148386572002,68.30094269633042,0.6850557650116589,0.12254939092734289,0.19239484406099827,42.415478561836736,299.99971591319826,47940.42176779384,1227.4300561958028,0.599878308490001,25.135725653255392,2026-04-24 23:48:00,10,64.46025013766302,66.31086700169152,65.4900480917299,66.99781229644789,62.541515006437095,65.42122885138376
10,26.808411515646455,12.028140337166466,38.83655185281292,38.83655185281293,30.0,0.21952339067420787,0.22022969985335034,1.0308216406656527,1.0391427872484227,-0.01583751776686082,0.003999778865832901,0.002442856408483296,AP0011,False,0,0.25759830875849826,-0.25759830875849826,0.08307059386069014,0.033247815646487315,0.10968190783937058,0.10968190783937058,0.008473507340236799,-0.008473507340236799,0.11470607944969895,0.016768571705731622,-0.016768571705731622,0.049131502566860615,-0.049131502566860615,0.005782158012274872,-0.005782158012274872,0.0005054992343135005,-0.0005054992343135005,0.01804693287979515,0.06637650616474705,65.4900480917299,64.46025013766302,62.541515006437095,0.654900480917299,0.16972232057438782,0.1753771985083131,42.415478561836736,299.99971591319826,47265.75618924079,1217.5851416267694,0.5845469354728394,25.43614016061114,2026-04-25 08:29:00,11,73.31810988860353,68.88918001313328,74.17638638591971,69.8332172388248,67.11446843772983,64.82799172208345
10,60.6687688636008,15.220839567825806,75.88960843142661,74.75102210740539,60.0,0.2993265198019893,0.30498429444740494,1.1647121565447915,1.1722174468801576,-0.009925384774157608,0.002885873362503899,0.011056856173831564,AP0012,False,3,0.6211196928582717,-0.6211196928582717,0.32748801204089023,0.26735504429084117,0.22376362246972561,0.20479081418467335,0.13663420681369426,-0.1182659459202887,0.3272513835456455,0.07694995807577405,-0.07694995807577405,0.03324422403552487,-0.03324422403552487,0.016556127234495236,0.016556127234495236,0.0017809315805436673,-0.0017809315805436673,0.03213281023158445,0.17969209688861493,74.17638638591971,73.31810988860353,67.11446843772983,0.7417638638591971,0.08719618006526553,0.17103995607553726,42.415478561836736,299.99971591319826,49077.048163706095,1185.7754967705264,0.5954572472179075,25.934385787613834,2026-04-25 15:58:00,12,63.40204397910659,68.36007693385505,64.58338515029256,69.37988576810613,66.82905218109707,66.97176030941344
10,12.434321214073009,109.76385320305779,122.1981744171308,95.75723642981382,40.0,0.2445686602960946,0.24621447511621414,0.4097328031757448,0.500361172489364,-0.06673036606582608,0.0260527707581863,0.0008069394345939784,AP0013,False,4,0.12465815970971021,-0.12465815970971021,0.05500271558549615,-0.00025133251539517326,0.06242402877680112,0.06242402877680112,0.009618801378968317,0.007660406337671699,0.06292592636274395,0.09401431516078244,-0.09401431516078244,0.28615293694840205,-0.28615293694840205,0.10732146464320207,-0.09377058915483029,0.12962390286934725,-0.11956173299760667,0.15427815490543345,0.10860204063408871,64.58338515029256,63.40204397910659,66.82905218109707,0.6458338515029256,0.1667433657228333,0.18742278277424107,42.41547856183673,299.99971591319826,48207.3573521556,1184.6326861353325,0.5966909974090269,24.735687578591122,2026-04-25 23:58:00,13,71.39812729827501,67.4000856386908,72.27735907223597,68.43037211126426,65.23930703730998,66.03417960920353
10,33.58423910341352,3.44084097333446,37.02508007674798,36.8167377970758,50.0,0.2770948808971656,0.2817442251735035,1.3129960198026742,1.3129034665071861,0.005649524667878492,-0.0009506751594977984,-0.011817437138264442,AP0014,False,3,0.32325415704945226,-0.32325415704945226,0.3606350711562827,0.08834712686829337,0.31862236656413284,0.12132990201860784,0.11165317600791096,-0.10505136017779386,0.27854119269444466,0.04044077856797136,-0.04044077856797136,0.032941789924853665,0.032941789924853665,0.04729550194993236,0.04729550194993236,0.015713421480571112,0.015713421480571112,0.034097872980832125,0.1563195328376384,72.27735907223597,71.39812729827501,65.23930703730998,0.7227735907223597,0.11257718678359688,0.16464922249404343,42.415478561836736,299.99971591319826,49225.84475281727,1181.1546700934723,0.5985012946595948,24.610046892420687,2026-04-26 08:14:00,14,75.14929565234326,73.27371147530914,76.89084849130701,74.58410378177149,72.91202180378602,69.07566442054801
10,37.35794035549006,65.05715704522844,102.4150974007185,82.78870529968583,40.0,0.2820314884582794,0.28158787657558537,1.2072463137256295,1.2613817385316062,-0.02691117627193812,0.013418311436740799,-0.006775578775473634,AP0015,False,4,0.29051107185414576,-0.29051107185414576,0.12554478229042765,-0.08301842203530686,0.05496831553561388,0.03631982702773215,0.04658281451563936,0.04462441947434274,0.12940174604895666,0.06611123904260617,-0.06611123904260617,0.074947873493174,-0.074947873493174,0.08377875048973304,0.08377875048973304,0.014913181566937795,0.014913181566937795,0.05993776114811276,0.0946697535985347,76.89084849130701,75.14929565234326,72.91202180378602,0.7689084849130702,0.10379917208483966,0.1272923430020902,42.415478561836736,299.99971591319826,48456.97475661744,1220.8147506373807,0.5948458038544704,25.530496880455836,2026-04-26 16:09:00,15,72.3987505014677,73.77402307690548,73.18325133927344,75.03704991529023,66.78697420687666,69.84949800533134
10,16.28061571818901,122.64856811990636,138.92918383809535,101.67600978468845,40.0,0.27708792324449655,0.2755461377105478,2.306165198043834,2.4023370065475076,-0.0704563578479272,0.0275874447601989,-0.01868067582414401,AP0016,False,2,0.07578359512142664,-0.07578359512142664,0.08159440693933122,-0.08159440693933122,0.20554296197377006,0.20554296197377006,0.030078258638681733,-0.030078258638681733,0.09824980566830241,0.1305789261736926,-0.12642398452289627,0.3527782968539582,-0.3527782968539582,0.21409404655789604,-0.13129387015298644,0.1477652477664392,0.14408913034515727,0.2113041293379965,0.15477696750314945,73.18325133927344,72.3987505014677,66.78697420687666,0.7318325133927344,0.08946414597431734,0.17870334063294818,35.28891372434783,299.99971591319826,45608.23478190104,1213.967825541538,0.5970903544691247,27.16582313106195,2026-04-27 00:15:00,16,69.0339560550024,70.71635327823506,70.17902842181307,71.68113988054326,76.05963970331315,71.42330695509492
10,13.040996231553521,39.186910347527515,52.227906579081036,52.22790657908098,20.0,0.21642888613431266,0.21870664435083803,2.208014110050384,2.2373122729661605,-0.01959369146391482,0.008094677877432399,-0.01149554441552647,AP0017,False,4,0.08918974049559847,-0.08918974049559847,0.03646458102550427,-0.03646458102550427,0.07345559001363414,-0.07345559001363414,0.057880239878845,-0.057880239878845,0.06424753785339546,0.05925593719302507,-0.05925593719302507,0.11394827674797071,-0.11394827674797071,0.10054602689901622,-0.10054602689901622,0.005031084935870296,0.005031084935870296,0.06969533144397057,0.06697143464868302,70.17902842181307,69.0339560550024,76.05963970331315,0.7017902842181307,0.0684778123402213,0.22973190344164787,35.28891372434783,299.99971591319826,43686.61241311744,1178.4788045030607,0.6203817618078514,26.949812532220683,2026-04-27 08:28:00,17,69.61398865040907,69.32397235270574,70.14778707534529,70.16340774857917,71.01005050924203,73.5348451062776
